"V1.nome","V2.nome","V3.nome","V4.nome","V5.nome","V6.nome","V7.nome","V8.nome","V9.nome","V10.nome","origem.nome","origem","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"Itaguaçu ES","Emilianópolis SP","Alambari SP","Torixoréu MT","Nova Luzitânia SP","Floreal SP","Gabriel Monteiro SP","Mira Estrela SP","Pinhal de São Bento PR","Conselheiro Mairinck PR","Gavião Peixoto SP",3516853,3131,3436,3275,5309,3643,3449,3455,3604,4178,3993
"Conceição de Macabu RJ","Carapebus RJ","Miracema RJ","Corbélia PR","São Jorge do Ivaí PR","Bady Bassitt SP","Pinhalzinho SP","Flórida Paulista SP","Arraial do Cabo RJ","Santa Mariana PR","General Salgado SP",3516903,3196,3189,3219,3995,4257,3319,3696,3450,3180,4240
"Flórida PR","Sabino SP","São José do Inhacorá RS","Paulicéia SP","São Francisco SP","Taquaral SP","Estiva Gerbi SP","São Jorge D'Oeste PR","São Tomé PR","Santo Antônio do Pinhal SP","Getulina SP",3517000,4028,3767,4996,3676,3814,3864,3911,4256,4269,3806
"Lindóia do Sul SC","Balneário Barra do Sul SC","Guaraciaba SC","Marema SC","Itaiópolis SC","Presidente Getúlio SC","Doutor Pedrinho SC","Arvoredo SC","Cândido Godói RS","Turvo SC","Glicério SP",3517109,4458,4338,4411,4468,4435,4518,4392,4332,4679,4588
"Barro Alto GO","Pedranópolis SP","Nova Europa SP","Sales SP","Ribeirão Vermelho MG","Campina das Missões RS","Teodoro Sampaio SP","Monsenhor Paulo MG","União Paulista SP","Bom Jesus do Norte ES","Guaiçara SP",3517208,5349,3682,3638,3769,2881,4673,3873,2735,3891,3110
"Fênix PR","Cruzália SP","Belo Oriente MG","Inúbia Paulista SP","Alfredo Marcondes SP","Cachoeira da Prata MG","Santópolis do Aguapeí SP","Campos Belos GO","Lupércio SP","São João de Iracema SP","Guaimbê SP",3517307,4021,3414,2310,3505,3276,2348,3808,5373,3580,3817
"Bertioga SP","Guararema SP","Loanda PR","Astorga PR","Rolândia PR","Paraíba do Sul RJ","Alta Floresta MT","Artur Nogueira SP","Chopinzinho PR","Ibiporã PR","Guaíra SP",3517406,3338,3474,4100,3937,4222,3226,5180,3310,3986,4052
"Rio do Oeste SC","Ronda Alta RS","Planura MG","Itapagipe MG","Rodeio SC","Ilhota SC","Antônio Carlos SC","Arroio do Tigre RS","Tiradentes MG","Nova Trento SC","Guapiaçu SP",3517505,4525,4953,2846,2621,4532,4420,4325,4628,3050,4482
"São José do Seridó RN","Santa Luzia PB","Iporanga SP","Taquarivaí SP","Arapeí SP","Areias SP","Consolação MG","Dom Viçoso MG","Novo Alegre TO","Parelhas RN","Guapiara SP",3517604,1209,1412,3510,3867,3302,3307,2447,2498,396,1171
"Estação RS","Itajobi SP","Garuva SC","Harmonia RS","Água Boa MT","Assaí PR","Itaara RS","Ampére PR","Paraíso SP","Jaciara MT","Guará SP",3517703,4759,3517,4405,4794,5179,3935,4814,3922,3668,5232
"Santa Clara D'Oeste SP","Santa Ernestina SP","Colômbia SP","Urânia SP","Quatiguá PR","Terra Boa PR","Ivaté PR","Muqui ES","Aparecida D'Oeste SP","Natividade RJ","Guaraçaí SP",3517802,3782,3787,3402,3892,4199,4285,4075,3148,3295,3220
"Dianópolis TO","Salvador das Missões RS","Santo Antônio de Goiás GO","Nova Era MG","Lobato PR","Mariápolis SP","Nova Aurora GO","Goiandira GO","Igaraçu do Tietê SP","Cândido Rodrigues SP","Guaraci SP",3517901,355,4960,5530,2762,4101,3592,5478,5411,3495,3382
"São João das Duas Pontes SP","Engenheiro Paulo de Frontin RJ","Nova Canaã Paulista SP","Herculândia SP","Mira Estrela SP","Guapirama PR","Euclides da Cunha Paulista SP","Pirapora do Bom Jesus SP","Arco-Íris SP","Tuneiras do Oeste PR","Guarani D'Oeste SP",3518008,3816,3200,3636,3482,3604,4042,3442,3704,3305,4294
"Palmitinho RS","São Pedro do Ivaí PR","Carlópolis PR","Pareci Novo RS","Ribeirão do Pinhal PR","Condor RS","Ribeirão Claro PR","Japurá PR","Nova Esperança do Sul RS","Fernando Prestes SP","Guarantã SP",3518107,4899,4266,3979,4904,4215,4716,4214,4084,4880,3445
"Alumínio SP","Pereira Barreto SP","Cachoeira Paulista SP","Sales Oliveira SP","Presidente Bernardes SP","Santa Branca SP","Duartina SP","Buritama SP","Rialma GO","Indiaporã SP","Guararapes SP",3518206,3280,3688,3364,3770,3729,3781,3427,3359,5513,3504
"Chopinzinho PR","Loanda PR","Astorga PR","Guaíra SP","Marialva PR","Santa Helena PR","Ribeirão do Sul SP","Paraibuna SP","Bertioga SP","Urupês SP","Guararema SP",3518305,3986,4100,3937,3465,4116,4234,3750,3667,3338,3894
"Araguari MG","Valença RJ","São João Del Rei MG","Barretos SP","Lavras MG","Cataguases MG","Alegrete RS","Birigui SP","Conselheiro Lafaiete MG","Várzea Paulista SP","Guaratinguetá SP",3518404,2281,3263,2973,3329,2680,2409,4609,3340,2445,3901
"Edealina GO","Santa Fé PR","Nova Santa Helena MT","Mariópolis PR","Caiapônia GO","Novo Barreiro RS","Rio Bananal ES","Douradina MS","Cláudia MT","Aparecida do Taboado MS","Guareí SP",3518503,5399,4233,5252,4121,5365,4894,3156,5130,5207,5107
"Marialva PR","Pederneiras SP","Coronel Vivida PR","Urupês SP","Chopinzinho PR","Barra do Garças MT","Tucunduva RS","Guararema SP","Ariranha SP","Niquelândia GO","Guariba SP",3518602,4116,3680,3998,3894,3986,5194,5066,3474,3309,5476
"Várzea Grande MT","Joinville SC","São Vicente SP","São José dos Pinhais PR","Governador Valadares MG","Embu SP","Foz do Iguaçu PR","Vila Velha ES","Taboão da Serra SP","Magé RJ","Guarujá SP",3518701,5312,4447,3836,4261,2558,3434,4030,3173,3855,3213
"São Gonçalo RJ","Nova Iguaçu RJ","Curitiba PR","Jaboatão dos Guararapes PE","Recife PE","Belém PA","Feira de Santana BA","Belo Horizonte MG","Teresina PI","Brasília DF","Guarulhos SP",3518800,3247,3224,4005,1552,1596,170,1957,2309,882,5565
"Neves Paulista SP","Charqueada SP","Cajobi SP","Taquaral SP","Lauro Muller SC","São Tomé PR","Rafard SP","Piratuba SC","Cerqueira César SP","Viradouro SP","Guatapará SP",3518859,3631,3399,3372,3864,4455,4269,3739,4507,3396,3904
"Querência do Norte PR","Cacequi RS","Paulicéia SP","Florestópolis PR","Santa Tereza do Oeste PR","Santo Antônio do Pinhal SP","Álvaro de Carvalho SP","Flórida PR","Ribeirão Corrente SP","Sabino SP","Guzolândia SP",3518909,4203,4663,3676,4027,4243,3806,3283,4028,3749,3767
"Pirapora do Bom Jesus SP","São João das Duas Pontes SP","Nova Canaã Paulista SP","Taciba SP","Guarani D'Oeste SP","Quintana SP","Arco-Íris SP","Engenheiro Paulo de Frontin RJ","Mira Estrela SP","Guapirama PR","Herculândia SP",3519006,3704,3816,3636,3856,3471,3738,3305,3200,3604,4042
"Paraí RS","Serranópolis do Iguaçu PR","Seara SC","Gramado RS","Vera Cruz RS","Teutônia RS","Ipuã SP","Jaguapitã PR","Rodeio Bonito RS","Ajuricaba RS","Holambra SP",3519055,4902,4274,4569,4786,5083,5050,3511,4079,4950,4607
"Itapecerica da Serra SP","Senador Canedo GO","Mesquita RJ","Taboão da Serra SP","Itapetininga SP","Santa Bárbara D'Oeste SP","Suzano SP","Taubaté SP","Franco da Rocha SP","Itapevi SP","Hortolândia SP",3519071,3521,5542,3217,3855,3522,3780,3851,3871,3454,3524
"Dumont SP","Mato Leitão RS","Massaranduba SC","Palmares Paulista SP","Nova Londrina PR","Jambeiro SP","Três Ranchos GO","Itaí SP","Irani SC","Santo Anastácio SP","Iacanga SP",3519105,3428,4854,4469,3662,4147,3549,5550,3516,4431,3800
"Campina do Monte Alegre SP","Cachoeira Dourada MG","Altônia PR","Borá SP","Tigrinhos SC","Pirapetinga MG","Quinta do Sol PR","Vazante MG","São José das Palmeiras PR","Gravatal SC","Iacri SP",3519204,3374,2350,3917,3348,4576,2841,4204,3081,4260,4409
"Santo Antônio do Aventureiro MG","Apiacá ES","Jaguaraçu MG","Serra da Saudade MG","Itaparica BA","Eugenópolis MG","Estrela do Indaiá MG","Garruchos RS","Alterosa MG","Maripá de Minas MG","Iaras SP",3519253,2942,3104,2638,3026,2017,2521,2519,4779,2264,2707
"Sebastianópolis do Sul SP","Viradouro SP","Pedrinhas Paulista SP","Santa Fé do Sul SP","Cachoeira Paulista SP","Auriflama SP","Aparecida SP","São Lourenço da Serra SP","Lauro Muller SC","Vera Cruz SP","Ibaté SP",3519303,3839,3904,3685,3788,3364,3315,3294,3825,4455,3902
"Capitão Leônidas Marques PR","Diamantino MT","Linha Nova RS","Luz MG","Fagundes Varela RS","Getúlio Vargas RS","São José do Ouro RS","Jaguaruna SC","Nova Pádua RS","São João do Polêsine RS","Ibirá SP",3519402,3977,5218,4840,2691,4765,4783,4998,4443,4882,4991
"Avanhandava SP","Glória de Dourados MS","Taguaí SP","Uchoa SP","Ipiaçu MG","Terra Roxa PR","Itobi SP","Carmo RJ","Mineiros do Tietê SP","Almirante Tamandaré do Sul RS","Ibirarema SP",3519501,3317,5135,3857,3890,2601,4287,3538,3194,3602,4611
"Capivari SP","Irati PR","Jacarezinho PR","Jaguariúna SP","Amparo SP","Canela RS","Balneário Camboriú SC","Santo Ângelo RS","Itapira SP","Espírito Santo do Pinhal SP","Ibitinga SP",3519600,3386,4064,4078,3547,3288,4681,4337,4976,3525,3438
"Cachoeira do Sul RS","Sant'Ana do Livramento RS","Cachoeirinha RS","Bagé RS","Palhoça SC","Unaí MG","Brusque SC","Muriaé MG","Goianésia GO","São Roque SP","Ibiúna SP",3519709,4664,4971,4665,4633,4491,3069,4358,2750,5412,3832
"Cidade Gaúcha PR","Severínia SP","Nova Santa Rosa PR","Lucianópolis SP","Sertaneja PR","Pau dos Ferros RN","Meleiro SC","Palmelo GO","Sertanópolis PR","Pato Bragado PR","Icém SP",3519808,3988,3845,4150,3577,4275,1177,4471,5493,4276,4167
"Monte Castelo SP","Mallet PR","Quatá SP","João Ramalho SP","Rubiataba GO","Orindiúva SP","Monções SP","Bento de Abreu SP","Santa Lúcia SP","Lourdes SP","Iepê SP",3519907,3620,4106,3735,3556,5517,3652,3614,3336,3791,3574
"Andirá PR","Américo Brasiliense SP","Salvador das Missões RS","Ouroeste SP","Nova Aurora GO","Agudos SP","Jacupiranga SP","Guaraci SP","Itaporanga SP","São João PR","Igaraçu do Tietê SP",3520004,3924,3286,4960,3658,5478,3274,3546,3470,3528,4252
"Armação dos Búzios RJ","Capivari do Sul RS","Santa Helena de Goiás GO","Santo Antônio da Platina PR","Goiatuba GO","Palmeiras de Goiás GO","Três Arroios RS","Vila Maria RS","Edéia GO","Silvânia GO","Igarapava SP",3520103,3179,4689,5522,4245,5416,5492,5057,5092,5400,5544
"Passa Quatro MG","Pontalinda SP","Ubarana SP","Tuiuti SP","Barbosa SP","Rio Quente GO","Passo de Torres SC","Boa Esperança do Iguaçu PR","Carrancas MG","Maria Helena PR","Igaratá SP",3520202,2799,3716,3887,3882,3324,5515,4497,3948,2402,4115
"Três Marias MG","Teodoro Sampaio SP","Paraisópolis MG","Estrela D'Oeste SP","Ubiratã PR","Jaguariaíva PR","Capivari de Baixo SC","Iomerê SC","Tapiratiba SP","Nova Europa SP","Iguape SP",3520301,3057,3873,2796,3440,4297,4080,4371,4425,3863,3638
"Piraju SP","Mandaguari PR","Rio das Pedras SP","Monte Azul Paulista SP","Dois Vizinhos PR","Guaraí TO","Barrinha SP","Águas de São Pedro SP","Cajuru SP","Saltinho SP","Ilhabela SP",3520400,3701,4109,3760,3619,4010,367,3330,3273,3373,3773
"Rincão SP","Mirassolândia SP","Nova Aliança SP","Água Limpa GO","Vera Cruz SP","Indiaporã SP","Porto Real RJ","Santa Branca SP","Palmeira D'Oeste SP","Zacarias SP","Ilha Comprida SP",3520426,3757,3608,3634,5324,3902,3504,3233,3781,3663,3909
"Pitangueiras SP","Dois Vizinhos PR","Lucélia SP","Cerquilho SP","Monte Azul Paulista SP","Jales SP","Cajuru SP","Mandaguari PR","São Joaquim da Barra SP","Piraju SP","Ilha Solteira SP",3520442,3708,4010,3576,3397,3619,3548,3373,4109,3819,3701
"Itaguaí RJ","Araçatuba SP","Criciúma SC","Vitória ES","Palmas TO","Rondonópolis MT","Barra do Piraí RJ","Sinop MT","Cáceres MT","Balsas MA","Indaiatuba SP",3520509,3204,3298,4385,3174,443,5291,3181,5302,5197,473
"Santo Antônio do Aracanguá SP","Aragarças GO","Rubinéia SP","Ubirajara SP","Doutor Camargo PR","Sagres SP","Bom Sucesso do Sul PR","Santa Rita D'Oeste SP","Carmo do Rio Verde GO","Presidente Bernardes SP","Indiana SP",3520608,3804,5341,3766,3889,4012,3768,3954,3796,5375,3729
"Mirassolândia SP","Patrocínio Paulista SP","Presidente Bernardes SP","Zacarias SP","Rialma GO","Rincão SP","Alumínio SP","Ilha Comprida SP","Santa Branca SP","Riolândia SP","Indiaporã SP",3520707,3608,3675,3729,3909,5513,3757,3280,3500,3781,3762
"Alfredo Marcondes SP","Cruzália SP","Belo Oriente MG","Guaimbê SP","Fênix PR","Firminópolis GO","Dirce Reis SP","Anhumas SP","Lupércio SP","Cachoeira da Prata MG","Inúbia Paulista SP",3520806,3276,3414,2310,3464,4021,5404,3420,3293,3580,2348
"Águas de Santa Bárbara SP","Sanclerlândia GO","Chavantes SP","Braúna SP","Campinas do Sul RS","Terra Roxa SP","Porecatu PR","Marumbi PR","Casca RS","Saldanha Marinho RS","Ipaussu SP",3520905,3272,5518,3910,3354,4674,3874,4188,4125,4696,4958
"Baixo Guandu ES","Piquete SP","Orindiúva SP","Estrela do Norte SP","Pontal do Araguaia MT","Santa Lúcia SP","Lourdes SP","Rubiataba GO","João Ramalho SP","Roseira SP","Iperó SP",3521002,3107,3698,3652,3441,5269,3791,3574,5517,3556,3764
"Ladário MS","Iporã do Oeste SC","Vista Alegre do Alto SP","Novo Xingu RS","Piratininga SP","Cerro Largo RS","Quilombo SC","Guaraí TO","Águas de São Pedro SP","Schroeder SC","Ipeúna SP",3521101,5147,4427,3905,4893,3707,4705,4521,367,3273,4568
"São João PR","Capela do Alto SP","Formosa do Oeste PR","Urutaí GO","Tio Hugo RS","Perobal PR","Jacupiranga SP","Salvador das Missões RS","Mercedes PR","Cruzeiro do Sul PR","Ipiguá SP",3521150,4252,3385,4029,5558,5051,4172,3546,4960,4131,4002
"São José do Seridó RN","Novo Alegre TO","Ipiranga de Goiás GO","Celso Ramos SC","Combinado TO","Honório Serpa PR","Guaraíta GO","Guapiara SP","Ribeirão Grande SP","Bom Jesus do Sul PR","Iporanga SP",3521200,1209,396,5430,4374,349,4049,5419,3467,3752,3952
"Ajuricaba RS","Feliz RS","Santa Clara do Sul RS","Santo Inácio PR","Ipiranga do Sul RS","Salvador do Sul RS","Vera Cruz RS","Luz MG","Barra do Bugres MT","Fagundes Varela RS","Ipuã SP",3521309,4607,4770,4965,4249,4812,4961,5083,2691,5193,4765
"Pirapozinho SP","Itapuranga GO","Pompéia SP","Saudades SC","Bombinhas SC","Barra Funda RS","Santo Anastácio SP","Sabáudia PR","Irani SC","Cocal do Sul SC","Iracemápolis SP",3521408,3705,5439,3713,4567,4349,4643,3800,4226,4431,4378
"Jesuítas PR","São José das Palmeiras PR","Cardoso SP","Jacutinga RS","Tigrinhos SC","Gentil RS","Piranhas GO","Munhoz de Melo PR","Campina do Monte Alegre SP","Gravatal SC","Irapuã SP",3521507,4088,4260,3389,4824,4576,4782,5502,4137,3374,4409
"Rio Novo do Sul ES","Mendonça SP","Santa Izabel do Oeste PR","Jumirim SP","Murutinga do Sul SP","Presidente Olegário MG","Piranhas GO","Moema MG","Erebango RS","Lindóia SP","Irapuru SP",3521606,3157,3598,4237,3559,3626,2866,5502,2733,4750,3571
"Ribeirão dos Índios SP","Potim SP","Euclides da Cunha Paulista SP","Trabiju SP","Flora Rica SP","Miracatu SP","Barra do Jacaré PR","Arco-Íris SP","Queiroz SP","Engenheiro Paulo de Frontin RJ","Itaberá SP",3521705,3751,3722,3442,3879,3448,3603,3943,3305,3736,3200
"Nova Londrina PR","Águas de Lindóia SP","Massaranduba SC","Arroio do Meio RS","Dumont SP","Três Passos RS","Iacanga SP","Santo Anastácio SP","Três Ranchos GO","Lajeado Grande SC","Itaí SP",3521804,4147,3271,4469,4624,3428,5063,3485,3800,5550,4453
"Harmonia RS","Guará SP","Estação RS","Assaí PR","Garuva SC","Nova Erechim SC","Bocaina SP","Paraíso SP","Quissamã RJ","Capitão RS","Itajobi SP",3521903,4794,3468,4759,3935,4405,4480,3343,3668,3236,4691
"Brejo Alegre SP","São Sebastião da Grama SP","Iguatama MG","Santa Carmem MT","Palminópolis GO","Damolândia GO","Itaguari GO","Alvorada do Sul PR","Capitão RS","Riqueza SC","Itaju SP",3522000,3355,3834,2587,5284,5494,5395,5434,3920,4691,4531
"Salto SP","Timóteo MG","Ribeirão Pires SP","Campo Limpo Paulista SP","Votorantim SP","Cubatão SP","Taquaritinga SP","Embu-Guaçu SP","Paracambi RJ","Araguaína TO","Itanhaém SP",3522109,3774,3049,3753,3376,3907,3416,3865,3435,3225,322
"Ipueira RN","Luciara MT","Ariranha do Ivaí PR","Acari RN","Araguaçu TO","Buri SP","Oliveira de Fátima TO","Bela Vista de Minas MG","Santana de Cataguases MG","Augustinópolis TO","Itaóca SP",3522158,1127,5241,3934,1075,321,3358,398,2307,2924,327
"Hortolândia SP","Senador Canedo GO","Itapetininga SP","Suzano SP","Mesquita RJ","Dias D'Ávila BA","Santa Bárbara D'Oeste SP","Franco da Rocha SP","Patos PB","Itapevi SP","Itapecerica da Serra SP",3522208,3484,5542,3522,3851,3217,1946,3780,3454,1377,3524
"Senador Canedo GO","Santa Bárbara D'Oeste SP","Várzea Paulista SP","Conselheiro Lafaiete MG","Araguari MG","Coronel Fabriciano MG","Birigui SP","Franco da Rocha SP","Guaratinguetá SP","Itajaí SC","Itapetininga SP",3522307,5542,3780,3901,2445,2281,2456,3340,3454,3475,4436
"Floriano PI","Seropédica RJ","Itararé SP","Paracambi RJ","Mendes RJ","Picos PI","Cajamar SP","Barreiras BA","Nilópolis RJ","Gabriel Monteiro SP","Itapeva SP",3522406,749,3256,3532,3225,3216,826,3370,1865,3221,3455
"Suzano SP","Dias D'Ávila BA","Hortolândia SP","Itapecerica da Serra SP","Montes Claros MG","Ibirité MG","Taboão da Serra SP","Franco da Rocha SP","Candeias BA","Patos PB","Itapevi SP",3522505,3851,1946,3484,3521,2743,2581,3855,3454,1905,1377
"Araranguá SC","Tubarão SC","Itaúna MG","Irati PR","Tupã SP","Ibitinga SP","Araxá MG","Cornélio Procópio PR","Balneário Camboriú SC","São João da Boa Vista SP","Itapira SP",3522604,4329,4586,2626,4064,3883,3491,2287,3996,4337,3815
"Monte Azul MG","Fortaleza do Tabocão TO","Couto de Magalhães de Minas MG","Inimutaba MG","Canabrava do Norte MT","Amélia Rodrigues BA","Arinos MG","Francisco Sá MG","Divino das Laranjeiras MG","Afogados da Ingazeira PE","Itapirapuã Paulista SP",3522653,2738,364,2464,2597,5202,1838,2293,2540,2488,1466
"Jaciara MT","Frederico Westphalen RS","Ituverava SP","Lagoa da Prata MG","Jaboticabal SP","Medianeira PR","Matinhos PR","Biguaçu SC","Panambi RS","Mangaratiba RJ","Itápolis SP",3522703,5232,4777,3541,2669,3543,4130,4127,4346,4900,3214
"Porto Rico PR","Ouroeste SP","Nova Aurora GO","Santa Cecília do Pavão PR","Santa Salete SP","Miraselva PR","Monsenhor Paulo MG","Salvador das Missões RS","Andirá PR","Barra do Guarita RS","Itaporanga SP",3522802,4191,3658,5478,4231,3799,4133,2735,4960,3924,4639
"Floraí PR","Santa Bárbara do Sul RS","Laurentino SC","Nova Aurora PR","Iporã PR","Torrinha SP","Pacaembu SP","Analândia SP","Salto do Lontra PR","São Carlos SC","Itapuí SP",3522901,4024,4963,4454,4141,4062,3878,3660,3289,4229,4549
"Pontal do Araguaia MT","Lourdes SP","Estrela do Norte SP","Barbosa Ferraz PR","Vitória Brasil SP","Santa Lúcia SP","Santo Antônio do Paraíso PR","João Ramalho SP","Orindiúva SP","Araporã MG","Itapura SP",3523008,5269,3574,3441,3941,3906,3791,4247,3556,3652,2284
"Parnaíba PI","Betim MG","Simões Filho BA","Magé RJ","Cariacica ES","Olinda PE","Cabo de Santo Agostinho PE","Queimados RJ","Serra ES","Mauá SP","Itaquaquecetuba SP",3523107,817,2315,2203,3213,3113,1575,1495,3235,3166,3597
"Engenheiro Paulo de Frontin RJ","Mira Estrela SP","Pirapora do Bom Jesus SP","Guarani D'Oeste SP","Herculândia SP","Gabriel Monteiro SP","Itapeva SP","Floriano PI","São João das Duas Pontes SP","Quintana SP","Itararé SP",3523206,3200,3604,3704,3471,3482,3455,3523,749,3816,3738
"Wenceslau Braz MG","Tapiraí SP","Doresópolis MG","Virginópolis MG","Santo Antônio do Amparo MG","Antônio Carlos MG","Santana do Itararé PR","São Sebastião do Rio Verde MG","Godoy Moreira PR","Matrinchã GO","Itariri SP",3523305,3096,3862,2504,3092,2941,2275,4242,3005,4035,5458
"Rio Bonito RJ","Arapongas PR","São Caetano do Sul SP","Telêmaco Borba PR","Valinhos SP","Sinop MT","Lajeado RS","Batatais SP","Umuarama PR","Itumbiara GO","Itatiba SP",3523404,3238,3929,3812,4284,3896,5302,4835,3333,4298,5442
"Planalto Alegre SC","Alto Bela Vista SC","Itapecerica MG","Gentil RS","Pratápolis MG","Constantina RS","São João do Itaperiú SC","Mondaí SC","Munhoz de Melo PR","Itanhandu MG","Itatinga SP",3523503,4508,4320,2622,4782,2861,4717,4555,4474,4137,2618
"Taquarituba SP","Ribeirão Bonito SP","Vassouras RJ","Fátima do Sul MS","Campo Novo do Parecis MT","Panorama SP","Santa Cruz das Palmeiras SP","Santo Cristo RS","Carlos Barbosa RS","Entre Rios do Oeste PR","Itirapina SP",3523602,3866,3747,3265,5133,5199,3665,3785,4982,4694,4016
"Torre de Pedra SP","Ocauçu SP","Avaí SP","Mariápolis SP","Urupema SC","Santo Antônio de Goiás GO","Campos Novos Paulista SP","Santa Cecília do Pavão PR","Cachoeira de Goiás GO","Nova Era MG","Itirapuã SP",3523701,3877,3647,3316,3592,4591,5530,3378,4231,5362,2762
"Taguaí SP","Mamborê PR","Ouro Verde do Oeste PR","Clementina SP","Uraí PR","Lavínia SP","Santana da Ponte Pensa SP","Tunápolis SC","Vanini RS","Diamante do Norte PR","Itobi SP",3523800,3857,4107,4156,3400,4301,3566,3794,4587,5081,4007
"Guaíba RS","Santa Cruz do Sul RS","Passo Fundo RS","Apucarana PR","Maricá RJ","Colatina ES","Ituiutaba MG","Bragança Paulista SP","Cotia SP","Rio das Ostras RJ","Itu SP",3523909,4791,4966,4908,3928,3215,3115,2630,3353,3411,3241
