"V1.nome","V2.nome","V3.nome","V4.nome","V5.nome","V6.nome","V7.nome","V8.nome","V9.nome","V10.nome","origem.nome","origem","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"Pouso Novo RS","Vila Lângaro RS","Travesseiro RS","Coronel Pilar RS","São José do Sul RS","Vespasiano Correa RS","Santa Cecília do Sul RS","Mariano Moro RS","Doutor Ricardo RS","Mato Castelhano RS","Canudos do Vale RS",4304614,"4315131","4323358","4321626","4305934","4318614","4322855","4316733","4312005","4306759","4312138"
"Passabém MG","São José das Missões RS","Vargem SC","Oliveira Fortes MG","Capão Alto SC","Talismã TO","Lajedão BA","Frei Martinho PB","Passa-Vinte MG","Rio Rufino SC","Capão Bonito do Sul RS",4304622,"3147501","4318457","4219150","3145703","4203253","1720978","2918902","2506202","3147808","4215059"
"Campos do Jordão SP","Osório RS","Brumadinho MG","Uruaçu GO","Campo Bom RS","São Gotardo MG","Morrinhos GO","Jardinópolis SP","Bom Despacho MG","Dois Irmãos RS","Capão da Canoa RS",4304630,"3509700","4313508","3109006","5221601","4303905","3162104","5213806","3525102","3107406","4306403"
"Natalândia MG","Jaguaraçu MG","Maripá de Minas MG","São Sebastião do Rio Verde MG","Wenceslau Braz MG","Santo Antônio do Aventureiro MG","Dueré TO","Indiavaí MT","Funilândia MG","Rochedo de Minas MG","Capão do Cipó RS",4304655,"3144375","3135001","3140209","3164902","3172202","3160009","1707306","5104500","3127206","3156205"
"Almeirim PA","Rio Maria PA","Candeias do Jamari RO","Ibatiba ES","Alto Paraíso RO","Mandirituba PR","Ourilândia do Norte PA","Raul Soares MG","Piratini RS","Nioaque MS","Capão do Leão RS",4304663,"1500503","1506161","1100809","3202454","1100403","4114302","1505437","3154002","4314605","5005806"
"Vila Maria RS","Quinze de Novembro RS","Fortaleza dos Valos RS","Colorado RS","Dois Lajeados RS","São Domingos do Sul RS","Entre Rios do Oeste PR","Rondinha RS","Nova Bréscia RS","Vista Gaúcha RS","Capivari do Sul RS",4304671,"4323408","4315354","4308458","4305603","4306452","4318051","4107538","4316204","4313003","4323705"
"Pantano Grande RS","Fontoura Xavier RS","Iguatemi MS","Conceição do Castelo ES","Barra do Ribeiro RS","Teixeira Soares PR","Trajano de Moraes RJ","Iretama PR","São Tiago MG","Nova Ubiratã MT","Capela de Santana RS",4304689,"4313953","4308300","5004304","3201704","4301909","4127007","3305901","4110805","3165008","5106240"
"São João do Polêsine RS","Monte Belo do Sul RS","Nova Ramada RS","Silveira Martins RS","Mairipotaba GO","Marapoama SP","São Martinho SC","Nova Pádua RS","Três Ranchos GO","Vista Gaúcha RS","Capitão RS",4304697,"4318432","4312385","4313334","4320651","5212600","3528858","4217105","4313086","5221304","4323705"
"Lençóis Paulista SP","Mirassol SP","Batatais SP","Itupeva SP","Tupã SP","Cianorte PR","Porto Feliz SP","Paranavaí PR","Lucas do Rio Verde MT","Matão SP","Carazinho RS",4304705,"3526803","3530300","3505906","3524006","3555000","4105508","3540606","4118402","5105259","3529302"
"Cerrito RS","São Francisco de Goiás GO","Chupinguaia RO","Senador Firmino MG","Foz do Jordão PR","Novo São Joaquim MT","São Geraldo MG","Jaraguari MS","São João do Manhuaçu MG","Cana Verde MG","Caraá RS",4304713,"4305124","5219902","1100924","3165701","4108452","5106281","3161502","5004908","3162559","3111903"
"Veranópolis RS","Garibaldi RS","Igarapava SP","Timbó SC","Ivoti RS","Nova Prata RS","Guaporé RS","Horizontina RS","Marechal Cândido Rondon PR","Monte Aprazível SP","Carlos Barbosa RS",4304804,"4322806","4308607","3520103","4218202","4310801","4313300","4309407","4309605","4114609","3531407"
"Poço das Antas RS","Ponte Preta RS","Ivorá RS","Lagoa Santa GO","Alto Bela Vista SC","Rancho Queimado SC","Mato Queimado RS","Alto Feliz RS","Cunhataí SC","Planalto Alegre SC","Carlos Gomes RS",4304853,"4314753","4314787","4310751","5212253","4200754","4214300","4312179","4300570","4204756","4213153"
"Saltinho SP","Piratininga SP","Bilac SP","Sales Oliveira SP","Itapiranga SC","Selbach RS","Boa Vista do Buricá RS","Tupi Paulista SP","Iporã do Oeste SC","Auriflama SP","Casca RS",4304903,"3545159","3539400","3506409","3544905","4208401","4320305","4302204","3555109","4207650","3504206"
"Novo Brasil GO","Sul Brasil SC","União do Oeste SC","Itaju SP","Chapadão do Lageado SC","Tabaí RS","Brejo Alegre SP","Erebango RS","Novo Horizonte SC","Princesa SC","Caseiros RS",4304952,"5215207","4217758","4218855","3522000","4204194","4320859","3507753","4306973","4211652","4214151"
"Nova Bassano RS","Itaipulândia PR","Augusto Pestana RS","Renascença PR","Salvador do Sul RS","Nova Palma RS","Balneário Gaivota SC","Ipumirim SC","Santo Augusto RS","Ibirá SP","Catuípe RS",4305009,"4312906","4110953","4301503","4121604","4316501","4313102","4202073","4207700","4317806","3519402"
"Piracicaba SP","Vila Velha ES","Juiz de Fora MG","Barueri SP","Santa Maria RS","Londrina PR","Uberaba MG","Ribeirão Preto SP","São José do Rio Preto SP","Bauru SP","Caxias do Sul RS",4305108,"3538709","3205200","3136702","3505708","4316907","4113700","3170107","3543402","3549805","3506003"
"Entre Rios do Sul RS","Comendador Gomes MG","Ingaí MG","Medeiros MG","Prado Ferreira PR","Jateí MS","Sulina PR","Mariana Pimentel RS","Santa Rosa da Serra MG","Estrela do Norte GO","Centenário RS",4305116,"4306957","3116902","3130804","3141306","4120333","5005103","4126652","4311981","3159704","5207501"
"São Francisco de Goiás GO","Novo São Joaquim MT","Cana Verde MG","Caraá RS","Foz do Jordão PR","Lagoão RS","Heliodora MG","Chupinguaia RO","Senador Firmino MG","Teixeirópolis RO","Cerrito RS",4305124,"5219902","5106281","3111903","4304713","4108452","4311254","3129202","1100924","3165701","1101559"
"Caturaí GO","Cacique Doble RS","Jaú do Tocantins TO","São Cristovão do Sul SC","Crucilândia MG","Mata RS","Água Fria de Goiás GO","Cocalinho MT","Ritápolis MG","Santa Amélia PR","Cerro Branco RS",4305132,"5205208","4303202","1711506","4216057","3120607","4312104","5200175","5103106","3156106","4123105"
"Novo Tiradentes RS","Lajeado TO","Bandeirante SC","Sete de Setembro RS","Painel SC","Córrego do Ouro GO","Aurora do Tocantins TO","Olímpio Noronha MG","Albertina MG","Brasilândia do Sul PR","Cerro Grande RS",4305157,"4313441","1712009","4202081","4320578","4211892","5205703","1702703","3145505","3101409","4103370"
"Bueno Brandão MG","Pinheiro Machado RS","Igaratinga MG","Martinho Campos MG","Mostardas RS","Rio Acima MG","Alecrim RS","Guarani MG","São João do Manhuaçu MG","Cabo Verde MG","Cerro Grande do Sul RS",4305173,"3109105","4314506","3130200","3140506","4312500","3154804","4300307","3128402","3162559","3109501"
"Serafina Corrêa RS","Schroeder SC","Tarumã SP","Nova Londrina PR","Macatuba SP","Santa Adélia SP","Itaú de Minas MG","Chapada RS","São Simão SP","Itapiranga SC","Cerro Largo RS",4305207,"4320404","4217402","3553955","4117107","3528007","3545605","3133758","4305306","3550902","4208401"
"Iporã do Oeste SC","São José do Ouro RS","Monte Alegre do Sul SP","Torrinha SP","Tarumã SP","Catiguá SP","Feliz RS","Faxinal dos Guedes SC","São Domingos SC","Nhandeara SP","Chapada RS",4305306,"4207650","4318606","3531209","3554706","3553955","3511201","4308102","4205308","4216107","3532603"
"Bariri SP","Arcos MG","Campos Novos SC","Novo Horizonte SP","Mirandópolis SP","Vargem Grande do Sul SP","Cambuí MG","São Pedro SP","Quirinópolis GO","Xaxim SC","Charqueadas RS",4305355,"3505203","3104205","4203600","3533502","3530102","3556404","3110608","3550407","5218508","4219705"
"Riozinho RS","Dilermando de Aguiar RS","Santa Margarida do Sul RS","Gaúcha do Norte MT","Forquetinha RS","Arroio do Padre RS","Erval Grande RS","Sério RS","Veríssimo MG","Alfredo Wagner SC","Charrua RS",4305371,"4315750","4306379","4316972","5103858","4308433","4301073","4307203","4320453","3171105","4200705"
"Atalaia PR","Murutinga do Sul SP","Ribeirão Vermelho MG","Macedônia SP","Adolfo SP","Paranapuã SP","Carvalhópolis MG","Jacutinga RS","Bom Jesus da Penha MG","Ipiguá SP","Chiapetta RS",4305405,"4102208","3532108","3154705","3528205","3500204","3535903","3114709","4310900","3107604","3521150"
"Itaguajé PR","Itambaracá PR","Colômbia SP","Nortelândia MT","Alambari SP","Quatiguá PR","Planaltina do Paraná PR","Pratânia SP","Ivaté PR","Caiuá SP","Chuí RS",4305439,"4110904","4111001","3512100","5106000","3500758","4120705","4119707","3541059","4111555","3509106"
"Barão do Triunfo RS","São Sebastião do Oeste MG","Tunas do Paraná PR","Amaral Ferrador RS","Ibirapuitã RS","Turuçu RS","Cerro Negro SC","Campinaçu GO","Pedra do Anta MG","Piedade dos Gerais MG","Chuvisca RS",4305447,"4301750","3164605","4127882","4300638","4309951","4322327","4204178","5204656","3148806","3150406"
"Xangri-Lá RS","Marmeleiro PR","Pacaembu SP","Nova Aurora PR","Altinópolis SP","Itapuí SP","Divinolândia SP","Palestina SP","Três Cachoeiras RS","Bela Vista do Paraíso PR","Cidreira RS",4305454,"4323804","4115408","3534906","4116703","3501004","3522901","3513900","3535002","4321667","4102802"
"Timbé do Sul SC","Águas Mornas SC","Caibaté RS","Lupionópolis PR","Botuverá SC","Faxinal do Soturno RS","Jateí MS","Itanhangá MT","Santa Fé de Goiás GO","Glorinha RS","Ciríaco RS",4305504,"4218103","4200606","4303301","4113809","4202701","4308003","5005103","5104542","5219258","4309050"
"São Domingos do Sul RS","Vista Gaúcha RS","São Valentim do Sul RS","Dois Lajeados RS","Fagundes Varela RS","Santo Antônio do Palma RS","Colorado RS","Nicolau Vergueiro RS","São Pedro do Butiá RS","Nova Pádua RS","Colinas RS",4305587,"4318051","4323705","4319711","4306452","4307864","4317558","4305603","4312674","4319372","4313086"
"Dois Lajeados RS","São Domingos do Sul RS","Vista Gaúcha RS","Entre Rios do Oeste PR","Fortaleza dos Valos RS","Quinze de Novembro RS","Vila Maria RS","São Martinho SC","Colinas RS","São Pedro do Butiá RS","Colorado RS",4305603,"4306452","4318051","4323705","4107538","4308458","4315354","4323408","4217105","4305587","4319372"
"Catiguá SP","Laurentino SC","Morro Reuter RS","Floraí PR","Gaurama RS","Ipeúna SP","Dumont SP","Monte Alegre do Sul SP","Aramina SP","Fernando Prestes SP","Condor RS",4305702,"3511201","4209508","4312476","4107801","4308706","3521101","3514601","3531209","3503000","3515608"
"Gravatal SC","Mondaí SC","Armazém SC","Benedito Novo SC","Governador Celso Ramos SC","Espumoso RS","Itapoá SC","Cedral SP","Pereiras SP","São José da Barra MG","Constantina RS",4305801,"4206207","4211009","4201505","4202206","4206009","4307500","4208450","3511300","3537503","3162948"
"Muitos Capões RS","Campestre da Serra RS","Santa Margarida do Sul RS","Água Comprida MG","Maratá RS","Eugênio de Castro RS","Estrela Dalva MG","Pequeri MG","Ivorá RS","Forquetinha RS","Coqueiro Baixo RS",4305835,"4312617","4303673","4316972","3100708","4311791","4307831","3124609","3149507","4310751","4308433"
"Westfalia RS","Coronel Barros RS","Nova Roma do Sul RS","Protásio Alves RS","São José do Sul RS","Nova Candelária RS","Bozano RS","Mariano Moro RS","Santa Cecília do Sul RS","Taquaruçu do Sul RS","Coqueiros do Sul RS",4305850,"4323770","4305871","4313359","4315172","4318614","4313011","4302584","4312005","4316733","4321329"
"Westfalia RS","Nova Roma do Sul RS","Coqueiros do Sul RS","Bozano RS","Nova Candelária RS","Camargo RS","Boa Vista do Sul RS","Presidente Nereu SC","Protásio Alves RS","Mariano Moro RS","Coronel Barros RS",4305871,"4323770","4313359","4305850","4302584","4313011","4303558","4302253","4214102","4315172","4312005"
"Castanheira MT","Boa Vista da Aparecida PR","Pedro Gomes MS","Guamiranga PR","Cristalândia TO","Congonhinhas PR","Bom Jardim de Goiás GO","Jacuí MG","Apiacás MT","Figueira PR","Coronel Bicaco RS",4305900,"5102850","4103057","5006408","4108957","1706100","4106001","5203401","3134806","5100805","4107751"
"Protásio Alves RS","São José do Sul RS","Mariano Moro RS","Santa Cecília do Sul RS","Canudos do Vale RS","Mato Castelhano RS","Pouso Novo RS","André da Rocha RS","União da Serra RS","Bom Jesus SC","Coronel Pilar RS",4305934,"4315172","4318614","4312005","4316733","4304614","4312138","4315131","4300661","4322350","4202537"
"Nova Alvorada RS","Taquaruçu do Sul RS","Imigrante RS","Muçum RS","Quinze de Novembro RS","São Martinho SC","Buritizal SP","Vista Alegre RS","Fortaleza dos Valos RS","São Pedro de Alcântara SC","Cotiporã RS",4305959,"4312757","4321329","4310363","4312609","4315354","4217105","3508207","4323507","4308458","4217253"
"Santa Rosa da Serra MG","Ingaí MG","Leandro Ferreira MG","Fama MG","Entre Rios do Sul RS","Pequeri MG","Mariana Pimentel RS","Centenário RS","Pratinha MG","Boa Vista do Cadeado RS","Coxilha RS",4305975,"3159704","3130804","3138302","3125200","4306957","3149507","4311981","4305116","3153004","4302220"
"Alfredo Chaves ES","Terra Rica PR","Carlópolis PR","Salto do Lontra PR","Dores do Indaiá MG","Iporã PR","Jaguapitã PR","Tenente Portela RS","Capitão Leônidas Marques PR","Fundão ES","Crissiumal RS",4306007,"3200300","4127304","4104709","4123006","3123205","4110607","4111902","4321402","4104600","3202207"
"Bonfim MG","Tavares RS","São José do Xingu MT","Igaratinga MG","Rochedo MS","Bocaiúva do Sul PR","Delta MG","São Sebastião do Oeste MG","Caraá RS","Nova Maringá MT","Cristal RS",4306056,"3108107","4321352","5107354","3130200","5007505","4103107","3121258","3164605","4304713","5108907"
"Santo Hipólito MG","São Sebastião da Vargem Alegre MG","Brunópolis SC","Matos Costa SC","Mimoso de Goiás GO","Sem-Peixe MG","Pirapó RS","Pedra Dourada MG","Cariri do Tocantins TO","Belmiro Braga MG","Cristal do Sul RS",4306072,"3160603","3164431","4202875","4210704","5213053","3165560","4314555","3149002","1703867","3106101"
"Campo Bom RS","Montenegro RS","Campos do Jordão SP","Içara SC","Penápolis SP","Cachoeira do Sul RS","Bom Despacho MG","Três Corações MG","Capivari SP","Jataí GO","Cruz Alta RS",4306106,"4303905","4312401","3509700","4207007","3537305","4303004","3107406","3169307","3510401","5211909"
"Arvoredo SC","Parisi SP","Formosa do Sul SC","Cascalho Rico MG","Douradoquara MG","Paial SC","São José do Herval RS","Jupiá SC","Doutor Ricardo RS","Santa Rita do Trivelato MT","Cruzaltense RS",4306130,"4201653","3536257","4205431","3115003","3123502","4211876","4318465","4209177","4306759","5107768"
"Tapurah MT","São José do Cedro SC","Capinópolis MG","Ibiraçu ES","Marmeleiro PR","Orizona GO","Rio dos Cedros SC","São Simão GO","Peabiru PR","Apiúna SC","Cruzeiro do Sul RS",4306205,"5108006","4216701","3112604","3202504","4115408","5215306","4214706","5220405","4118808","4201257"
"Maripá PR","Boracéia SP","Jambeiro SP","Fernando Prestes SP","Analândia SP","Severiano de Almeida RS","Itá SC","São João do Oeste SC","Maracajá SC","Mendonça SP","David Canabarro RS",4306304,"4115358","3507308","3524907","3515608","3502002","4320602","4208005","4216255","4210407","3529500"
"Pitangueiras PR","Aurilândia GO","Fortuna de Minas MG","Santa Rosa de Goiás GO","Piquerobi SP","Iracema do Oeste PR","São José das Palmeiras PR","Adelândia GO","Boa Esperança do Iguaçu PR","Borebi SP","Derrubadas RS",4306320,"4119657","5202601","3126406","5219506","3538303","4110656","4125456","5200159","4103024","3507456"
"Marmelópolis MG","Entre Rios SC","Trombas GO","Planalto da Serra MT","Unistalda RS","Teresina de Goiás GO","Fernandes Tourinho MG","Carmésia MG","Damianópolis GO","Morro da Garça MG","Dezesseis de Novembro RS",4306353,"3140407","4205175","5221452","5106455","4322376","5221080","3125804","3113800","5206701","3143609"
"Santa Margarida do Sul RS","Veríssimo MG","Sério RS","Floriano Peixoto RS","Santana do Deserto MG","São Martinho da Serra RS","Riozinho RS","Santo Antônio do Leste MT","Bocaina de Minas MG","Nova Brasilândia MT","Dilermando de Aguiar RS",4306379,"4316972","3171105","4320453","4308250","3158607","4319125","4315750","5107792","3107208","5106208"
"Piracaia SP","Caxambu MG","Brumadinho MG","Teutônia RS","Flores da Cunha RS","Taquari RS","Jussara GO","São Gotardo MG","São Gabriel do Oeste MS","Vera Cruz RS","Dois Irmãos RS",4306403,"3538600","3115508","3109006","4321451","4308201","4321303","5212204","3162104","5007695","4322707"
"Ariranha do Ivaí PR","Nova América GO","Mirador PR","Inhacorá RS","Faxinalzinho RS","Rio Doce MG","Reserva do Cabaçal MT","São Pedro das Missões RS","Olímpio Noronha MG","Sucupira TO","Dois Irmãos das Missões RS",4306429,"4101853","5214705","4115903","4310413","4308052","3155009","5107156","4319364","3145505","1720853"
"Colorado RS","Vista Gaúcha RS","São Domingos do Sul RS","Quinze de Novembro RS","Fortaleza dos Valos RS","Vila Maria RS","Colinas RS","Entre Rios do Oeste PR","São Martinho SC","São Pedro do Butiá RS","Dois Lajeados RS",4306452,"4305603","4323705","4318051","4315354","4308458","4323408","4305587","4107538","4217105","4319372"
"Cotriguaçu MT","Divino MG","Ferros MG","Maraú BA","Coronel Sapucaia MS","Cerro Azul PR","Ataléia MG","Água Boa MG","Brasil Novo PA","Cavalcante GO","Dom Feliciano RS",4306502,"5103379","3122009","3125903","2920700","5003157","4105201","3104700","3100609","1501725","5205307"
"Senador Salgado Filho RS","Panamá GO","Aparecida do Rio Doce GO","Toropi RS","Damolândia GO","Santa Cruz de Goiás GO","Marzagão GO","Sete de Setembro RS","Brasilândia do Sul PR","Buriti de Goiás GO","Dom Pedro de Alcântara RS",4306551,"4320321","5216007","5201454","4321493","5206800","5219209","5212907","4320578","4103370","5203939"
"Visconde do Rio Branco MG","Machado MG","Rosário do Sul RS","Juína MT","Caçapava do Sul RS","Lapa PR","Eldorado do Sul RS","Portão RS","Boa Esperança MG","Tramandaí RS","Dom Pedrito RS",4306601,"3172004","3139003","4316402","5105150","4302808","4113205","4306767","4314803","3107109","4321600"
"Cruzeiro da Fortaleza MG","Paraíso SC","Castelândia GO","Vargeão SC","Santa Cruz de Goiás GO","Bom Jardim da Serra SC","Fazenda Vilanova RS","Ibicaré SC","Porteirão GO","Arambaré RS","Dona Francisca RS",4306700,"3120706","4212239","5205059","4219101","5219209","4202503","4308078","4206801","5218052","4300851"
"Lindolfo Collor RS","Imbuia SC","Santa Fé de Goiás GO","Cambará do Sul RS","José Boiteux SC","Tabaí RS","Dona Eusébia MG","Turvolândia MG","Santo Antônio do Jardim SP","Itajá GO","Doutor Maurício Cardoso RS",4306734,"4311627","4207403","5219258","4303608","4209151","4320859","3122900","3169802","3548104","5210802"
"Vespasiano Correa RS","Presidente Nereu SC","Camargo RS","Paulo Bento RS","Mariano Moro RS","Relvado RS","Cruzaltense RS","Mormaço RS","Boa Vista do Sul RS","Formosa do Sul SC","Doutor Ricardo RS",4306759,"4322855","4214102","4303558","4314134","4312005","4315453","4306130","4312427","4302253","4205431"
"Curitibanos SC","Machado MG","Tramandaí RS","Morro Agudo SP","São Mateus do Sul PR","Visconde do Rio Branco MG","Juína MT","Nova Andradina MS","Alegre ES","Laranjeiras do Sul PR","Eldorado do Sul RS",4306767,"4204806","3139003","4321600","3531902","4125605","3172004","5105150","5006200","3200201","4113304"
"São Marcos RS","Cordeirópolis SP","Macatuba SP","Sarandi RS","Arroio do Meio RS","Herval D'Oeste SC","Chapadão do Sul MS","Palotina PR","Forquilhinha SC","Três Passos RS","Encantado RS",4306809,"4319000","3512407","3528007","4320107","4301008","4206702","5002951","4117909","4205456","4321907"
"Rio Verde de Mato Grosso MS","São Francisco de Paula RS","Fronteira MG","Monte Alegre de Minas MG","Caldas MG","Espera Feliz MG","Santana do Paraíso MG","São Joaquim de Bicas MG","Poço Fundo MG","Pinheiro Machado RS","Encruzilhada do Sul RS",4306908,"5007406","4318200","3127008","3142809","3110301","3124203","3158953","3162922","3151701","4314506"
"Ibiam SC","Jardinópolis SC","Bom Jesus do Oeste SC","André da Rocha RS","São Manoel do Paraná PR","Bom Jesus SC","Santiago do Sul SC","Coronel Pilar RS","Parisi SP","Marzagão GO","Engenho Velho RS",4306924,"4206751","4208955","4202578","4300661","4125555","4202537","4215695","4305934","3536257","5212907"
"São Vicente do Sul RS","Pimenta MG","Pedro Osório RS","General Câmara RS","Paraíso do Sul RS","Terra de Areia RS","Guia Lopes da Laguna MS","Anaurilândia MS","Aragoiânia GO","Mar de Espanha MG","Entre-Ijuís RS",4306932,"4319802","3150505","4314209","4308805","4314027","4321436","5004106","5000807","5201801","3139805"
"Centenário RS","Comendador Gomes MG","Ingaí MG","Jateí MS","Medeiros MG","Prado Ferreira PR","Mariana Pimentel RS","Santa Rosa da Serra MG","Estrela do Norte GO","Estrela Dalva MG","Entre Rios do Sul RS",4306957,"4305116","3116902","3130804","5005103","3141306","4120333","4311981","3159704","5207501","3124609"
"Paranapoema PR","Novo Itacolomi PR","Chapadão do Lageado SC","São Pedro do Paraná PR","Rancho Alegre D'Oeste PR","Iracema do Oeste PR","Timburi SP","São José das Palmeiras PR","Pitangueiras PR","Goianá MG","Erebango RS",4306973,"4118303","4117297","4204194","4125902","4121356","4110656","3554607","4125456","4119657","3127388"
"Itatiba SP","Resende RJ","Catalão GO","Lajeado RS","Pato Branco PR","Umuarama PR","Matão SP","Bento Gonçalves RS","Francisco Beltrão PR","Mococa SP","Erechim RS",4307005,"3523404","3304201","5205109","4311403","4118501","4128104","3529302","4302105","4108403","3530508"
"Pinhal RS","Taquaral de Goiás GO","Prado Ferreira PR","Estrela do Norte GO","Munhoz de Melo PR","Novo Horizonte SC","Jacutinga RS","Pedrinópolis MG","Virmond PR","Doutor Pedrinho SC","Ernestina RS",4307054,"4314456","5221007","4120333","5207501","4116307","4211652","4310900","3149200","4128658","4205159"
"Santa Maria do Herval RS","Sertão Santana RS","Passo do Sobrado RS","Inocência MS","Tiros MG","Boqueirão do Leão RS","São Roque de Minas MG","Paverama RS","Minas do Leão RS","Bandeirantes MS","Herval RS",4307104,"4316956","4320552","4314076","5004403","3168903","4302451","3164308","4314159","4312252","5001508"
"Maquiné RS","Riozinho RS","Caxambu do Sul SC","São Francisco de Sales MG","Aiuruoca MG","Alfredo Wagner SC","Gurinhatã MG","Veríssimo MG","Estrela do Indaiá MG","Progresso RS","Erval Grande RS",4307203,"4311775","4315750","4204103","3161304","3101201","4200705","3129103","3171105","3124708","4315156"
"Anita Garibaldi SC","Bonfinópolis GO","Dores de Campos MG","Rio das Flores RJ","Nova Glória GO","Nova Fátima PR","Guimarânia MG","Divinópolis do Tocantins TO","Careaçu MG","Nazareno MG","Erval Seco RS",4307302,"4201000","5203559","3123007","3304508","5214861","4117008","3128907","1707108","3113602","3144508"
"Coronel Xavier Chaves MG","Arenópolis GO","Alto Paraíso PR","Professor Jamil GO","Toropi RS","Bela Vista da Caroba PR","Braga RS","Garruchos RS","Pirapó RS","Tabuleiro MG","Esmeralda RS",4307401,"3119708","5202353","4128625","5218391","4321493","4102752","4302600","4308656","4314555","3167905"
"Coronel Pacheco MG","União do Sul MT","São Pedro da Cipa MT","Novo Machado RS","Divinésia MG","Bandeirante SC","São José das Missões RS","Salto do Céu MT","Itaúna do Sul PR","Tunas RS","Esperança do Sul RS",4307450,"3119609","5108303","5107404","4313425","3121902","4202081","4318457","5107750","4111308","4322152"
"Taió SC","Porto Belo SC","Itapoá SC","Siderópolis SC","Guabiruba SC","Balneário Piçarras SC","Urussanga SC","Presidente Getúlio SC","Garopaba SC","Nova Petrópolis RS","Espumoso RS",4307500,"4217808","4213500","4208450","4217600","4206306","4212809","4219002","4214003","4205704","4313201"
"Paraíso SP","Sertão RS","São José do Ouro RS","Campinas do Sul RS","Ipeúna SP","Itaara RS","Águas de Santa Bárbara SP","Enéas Marques PR","Muçum RS","Chapadão do Céu GO","Estação RS",4307559,"3535705","4320503","4318606","4303806","3521101","4310538","3500550","4107405","4312609","5205471"
"Guaramirim SC","Guaxupé MG","Vargem Grande Paulista SP","Congonhas MG","Santiago RS","Gaspar SC","São Lourenço MG","Tijucas SC","Ouro Branco MG","Andradas MG","Estância Velha RS",4307609,"4206504","3128709","3556453","3118007","4317400","4205902","3163706","4218004","3145901","3102605"
"Jataí GO","Sorriso MT","Três Lagoas MS","Pinhais PR","Arapongas PR","Itaúna MG","Campo Mourão PR","Cianorte PR","Ituiutaba MG","Ubatuba SP","Esteio RS",4307708,"5211909","5107925","5008305","4119152","4101507","3133808","4104303","4105508","3134202","3555406"
"Marau RS","Frederico Westphalen RS","Nova Mutum MT","Ituverava SP","Medianeira PR","Louveira SP","Gramado RS","Nova Prata RS","Panambi RS","Palotina PR","Estrela RS",4307807,"4311809","4308508","5106224","3524105","4115804","3527306","4309100","4313300","4313904","4117909"
"Itatiba do Sul RS","Altair SP","Angelina SC","Santa Terezinha do Progresso SC","Lagoa Bonita do Sul RS","Santa Lúcia PR","Patrocínio do Muriaé MG","Córrego do Ouro GO","Buriti de Goiás GO","Bandeirante SC","Estrela Velha RS",4307815,"4310702","3500907","4200903","4215687","4311239","4123824","3148202","5205703","5203939","4202081"
"Leandro Ferreira MG","Ivorá RS","Campestre da Serra RS","Muitos Capões RS","Coxilha RS","Santa Rosa da Serra MG","Pratinha MG","Arapuá MG","Pequeri MG","Estrela Dalva MG","Eugênio de Castro RS",4307831,"3138302","4310751","4303673","4312617","4305975","3159704","3153004","3103801","3149507","3124609"
"Nova Pádua RS","São Valentim do Sul RS","Santo Antônio do Palma RS","Monte Belo do Sul RS","Vista Gaúcha RS","Colinas RS","São Domingos do Sul RS","São Pedro do Butiá RS","São João do Polêsine RS","Dois Lajeados RS","Fagundes Varela RS",4307864,"4313086","4319711","4317558","4312385","4323705","4305587","4318051","4319372","4318432","4306452"
"Lagoa Santa MG","Ijuí RS","Santo Ângelo RS","Amparo SP","Jaboticabal SP","São Roque SP","Tupã SP","Indaial SC","Jaguariúna SP","Videira SC","Farroupilha RS",4307906,"3137601","4310207","4317509","3501905","3524303","3550605","3555000","4207502","3524709","4219309"
"Águas Mornas SC","Glorinha RS","Timbé do Sul SC","Ciríaco RS","Florestal MG","Pouso Alto MG","Barão de Cotegipe RS","Cândido Godói RS","Pirajuba MG","Balneário Gaivota SC","Faxinal do Soturno RS",4308003,"4200606","4309050","4218103","4305504","3126000","3152600","4301701","4304309","3150703","4202073"
"Rio Doce MG","Olímpio Noronha MG","Onça de Pitangui MG","Inhacorá RS","Dois Irmãos das Missões RS","São Pedro das Missões RS","Ibitiúra de Minas MG","Ariranha do Ivaí PR","Entre Rios SC","Mirador PR","Faxinalzinho RS",4308052,"3155009","3145505","3145802","4310413","4306429","4319364","3129905","4101853","4205175","4115903"
"Paraíso SC","Cruzeiro da Fortaleza MG","Dona Francisca RS","Bom Jardim da Serra SC","Brochier RS","Morro Grande SC","Cristianópolis GO","Áurea RS","Três Palmeiras RS","Medeiros MG","Fazenda Vilanova RS",4308078,"4212239","3120706","4306700","4202503","4302659","4211256","5206305","4301552","4321857","3141306"
"Ipuã SP","Sananduva RS","Bom Princípio RS","Getúlio Vargas RS","Ibirá SP","Bocaina SP","Santo Augusto RS","João Neiva ES","Nhandeara SP","Chapada RS","Feliz RS",4308102,"3521309","4316600","4302352","4308904","3519402","3506805","4317806","3203130","3532603","4305306"
"Dois Irmãos RS","Caxambu MG","Gramado RS","Piracaia SP","Brumadinho MG","Jussara GO","Osório RS","Ibirubá RS","Teutônia RS","Nova Mutum MT","Flores da Cunha RS",4308201,"4306403","3115508","4309100","3538600","3109006","5212204","4313508","4310009","4321451","5106224"
"Sério RS","Água Comprida MG","Santa Margarida do Sul RS","Abreulândia TO","Itapuca RS","Dilermando de Aguiar RS","Tapiraí MG","Seritinga MG","Veríssimo MG","São Martinho da Serra RS","Floriano Peixoto RS",4308250,"4320453","3100708","4316972","1700251","4310579","4306379","3168200","3166402","3171105","4319125"
