"n1","n2","n3","n4","n5","n6","origem","origem.nome","n1.nome","n2.nome","n3.nome"
4322343,5213905,3304128,4117206,3108008,3147709,4314704,"Planalto RS","Ubiretama RS","Mossâmedes GO","Quatis RJ"
3162005,3116605,5219258,5001904,4303301,5209952,4314753,"Poço das Antas RS","São Gonçalo do Sapucaí MG","Cláudio MG","Santa Fé de Goiás GO"
3162948,3537503,4320206,3140803,3508702,3122900,4314779,"Pontão RS","São José da Barra MG","Pereiras SP","Seberi RS"
4300570,3111804,4218400,5103007,4309050,3513603,4314787,"Ponte Preta RS","Alto Feliz RS","Canápolis MG","Treze de Maio SC"
3113305,4316402,4306601,4200309,4309803,3110905,4314803,"Portão RS","Carangola MG","Rosário do Sul RS","Dom Pedrito RS"
2910800,5208707,4106902,3301009,3509502,2408102,4314902,"Porto Alegre RS","Feira de Santana BA","Goiânia GO","Curitiba PR"
4318424,3169802,3159209,4108908,3154200,3547007,4315008,"Porto Lucena RS","São João da Urtiga RS","Turvolândia MG","Santa Rita de Caldas MG"
4125902,3167806,4217956,4125456,3509452,4204194,4315057,"Porto Mauá RS","São Pedro do Paraná PR","Soledade de Minas MG","Tigrinhos SC"
5212006,3144508,4114906,3515657,5200159,3170750,4315073,"Porto Vera Cruz RS","Jaupaci GO","Nazareno MG","Marilândia do Sul PR"
3114600,4315305,3147600,4103024,3520202,4212254,4315107,"Porto Xavier RS","Carrancas MG","Quaraí RS","Passa Quatro MG"
3145000,5204102,4212239,3168101,5100607,4304614,4315131,"Pouso Novo RS","Nova Ponte MG","Cachoeira Alta GO","Paraíso SC"
3152907,3147204,4305801,3510708,3108305,3523503,4315149,"Presidente Lucena RS","Pratápolis MG","Paraguaçu MG","Constantina RS"
3161304,5001508,3168903,4204103,3203403,3128402,4315156,"Progresso RS","São Francisco de Sales MG","Bandeirantes MS","Tiros MG"
5108006,4305934,5210109,4306205,4323770,4301503,4315172,"Protásio Alves RS","Tapurah MT","Coronel Pilar RS","Ipameri GO"
4311106,4313060,3116209,4219408,3131604,3149804,4315206,"Putinga RS","Jaguari RS","Nova Hartz RS","Chiador MG"
4315107,3114600,3147600,3520202,3144300,4103024,4315305,"Quaraí RS","Porto Xavier RS","Carrancas MG","Passa Quatro MG"
5214002,4300851,3132206,5107065,4314134,5210802,4315313,"Quatro Irmãos RS","Mozarlândia GO","Arambaré RS","Itaguara MG"
5004908,3205036,3115706,5207253,3117702,5006903,4315321,"Quevedos RS","Jaraguari MS","Vargem Alta ES","Central de Minas MG"
4301651,4305959,4323408,4212106,4321634,4203105,4315354,"Quinze de Novembro RS","Barão RS","Cotiporã RS","Vila Maria RS"
2513927,1717206,2409332,2205581,2508554,3152170,4315404,"Redentora RS","São Bentinho PB","Piraquê TO","Santa Maria RN"
3150703,4310306,4303608,4210001,3548005,3149705,4315453,"Relvado RS","Pirajuba MG","Ilópolis RS","Cambará do Sul RS"
4300109,4124608,4318101,5218052,5101407,4300877,4315503,"Restinga Seca RS","Agudo RS","São Carlos do Ivaí PR","São Francisco de Assis RS"
1100908,4215059,3128501,4212270,4123105,3119005,4315552,"Rio dos Índios RS","Castanheiras RO","Rio Rufino SC","Guarará MG"
4109401,4320008,3300209,4202404,3300100,2503704,4315602,"Rio Grande RS","Guarapuava PR","Sapucaia do Sul RS","Araruama RJ"
5001102,4310108,3123601,3119302,3149804,3157708,4315701,"Rio Pardo RS","Aquidauana MS","Igrejinha RS","Elói Mendes MG"
4305173,3162922,4316972,4306908,3102050,3171105,4315750,"Riozinho RS","Cerro Grande do Sul RS","São Joaquim de Bicas MG","Santa Margarida do Sul RS"
4214102,4213906,4202701,3128006,4303558,5002100,4315800,"Roca Sales RS","Presidente Nereu SC","Presidente Castello Branco SC","Botuverá SC"
4113007,4314001,4111902,4301057,4312385,4216107,4315909,"Rodeio Bonito RS","Jussara PR","Paraí RS","Jaguapitã PR"
5207600,5007802,4302220,5212808,4216404,3116407,4315958,"Rolador RS","Fazenda Nova GO","Selvíria MS","Boa Vista do Cadeado RS"
5108600,4211256,3136900,4308078,4318101,4321626,4316006,"Rolante RS","Vila Rica MT","Morro Grande SC","Juruaia MG"
4207106,4309050,4301206,4201208,3517505,4214607,4316105,"Ronda Alta RS","Ilhota SC","Glorinha RS","Arroio do Tigre RS"
4323705,4118808,4114104,4200200,4318051,4107405,4316204,"Rondinha RS","Vista Gaúcha RS","Peabiru PR","Mandaguaçu PR"
5204706,5201801,3117108,4304358,4322905,4305116,4316303,"Roque Gonzales RS","Campinorte GO","Aragoiânia GO","Conceição da Aparecida MG"
3113305,4314803,4306601,4200309,4321204,4309803,4316402,"Rosário do Sul RS","Carangola MG","Portão RS","Dom Pedrito RS"
5103809,3300951,2407203,4321956,4113734,3200136,4316428,"Sagrada Família RS","Figueirópolis D'Oeste MT","Comendador Levy Gasparian RJ","Macau RN"
4111209,3557204,3554409,3500550,4314423,4106605,4316436,"Saldanha Marinho RS","Itapejara D'Oeste PR","Chavantes SP","Terra Roxa SP"
4219408,4127858,3116209,3131604,4315206,3100104,4316451,"Salto do Jacuí RS","Witmarsum SC","Três Barras do Paraná PR","Chiador MG"
5214804,3517901,1707009,3521150,3520004,4101101,4316477,"Salvador das Missões RS","Nova Aurora GO","Guaraci SP","Dianópolis TO"
4124509,3202504,4316758,4300208,4317558,4313334,4316501,"Salvador do Sul RS","Santo Inácio PR","Ibiraçu ES","Santa Clara do Sul RS"
4300901,4317806,4312351,4317558,4313102,4310462,4316600,"Sananduva RS","Aratiba RS","Santo Augusto RS","Montauri RS"
4107801,3522901,4209508,4110607,4116703,3554706,4316709,"Santa Bárbara do Sul RS","Floraí PR","Itapuí SP","Laurentino SC"
4300059,4318614,5205059,4200408,4201257,4321709,4316733,"Santa Cecília do Sul RS","Água Santa RS","São José do Sul RS","Castelândia GO"
4124509,4300208,4316501,3521309,4308102,4310462,4316758,"Santa Clara do Sul RS","Santo Inácio PR","Ajuricaba RS","Salvador do Sul RS"
3304524,4309308,2402006,3548807,3523909,3134202,4316808,"Santa Cruz do Sul RS","Rio das Ostras RJ","Guaíba RS","Caicó RN"
4205407,3525904,3513009,3205309,4104808,3506003,4316907,"Santa Maria RS","Florianópolis SC","Jundiaí SP","Cotia SP"
3164308,4201109,5003108,3204559,3170438,3100708,4316956,"Santa Maria do Herval RS","São Roque de Minas MG","Anitápolis SC","Corguinho MS"
3100807,4200705,4305173,4315750,3102050,3171105,4316972,"Santa Margarida do Sul RS","Aguanil MG","Alfredo Wagner SC","Cerro Grande do Sul RS"
5222302,1500131,3112653,3166105,5003157,3108800,4317004,"Santana da Boa Vista RS","Vila Propício GO","Abel Figueiredo PA","Capitão Andrade MG"
3525300,4202909,3147105,3519709,3169307,4303004,4317103,"Sant'Ana do Livramento RS","Jaú SP","Brusque SC","Pará de Minas MG"
3530805,3132404,3528502,3169307,5218003,4214805,4317202,"Santa Rosa RS","Moji Mirim SP","Itajubá MG","Mairiporã SP"
4206108,4321402,4206900,3546207,5209705,4202073,4317251,"Santa Tereza RS","Grão Pará SC","Tenente Portela RS","Ibirama SC"
5217104,4302808,4317608,3111804,3138609,4218400,4317301,"Santa Vitória do Palmar RS","Piracanjuba GO","Caçapava do Sul RS","Santo Antônio da Patrulha RS"
3203908,3556453,4305355,3118007,3530102,3201407,4317400,"Santiago RS","Nova Venécia ES","Vargem Grande Paulista SP","Charqueadas RS"
3501905,3550605,4110706,3537305,5208608,3519600,4317509,"Santo Ângelo RS","Amparo SP","São Roque SP","Irati PR"
4317806,3202504,4312351,4300901,4316600,4121604,4317558,"Santo Antônio do Palma RS","Santo Augusto RS","Ibiraçu ES","Montauri RS"
4317301,5217104,4302808,3145604,5007208,3143401,4317608,"Santo Antônio da Patrulha RS","Santa Vitória do Palmar RS","Piracanjuba GO","Caçapava do Sul RS"
3549508,3116407,3130507,3117603,5205802,3158300,4317707,"Santo Antônio das Missões RS","São José da Bela Vista SP","Claraval MG","Ilicínea MG"
3509908,4203303,3534005,3510906,3170750,3165305,4317756,"Santo Antônio do Planalto RS","Cananéia SP","Campo Alegre SC","Onda Verde SP"
4300901,4312351,4316600,4317558,4313102,4121604,4317806,"Santo Augusto RS","Aratiba RS","Montauri RS","Sananduva RS"
4107538,5206602,3540903,3535408,5102637,4118006,4317905,"Santo Cristo RS","Entre Rios do Oeste PR","Cumari GO","Pradópolis SP"
4126702,3151008,3532058,3529658,3527900,3135308,4317954,"Santo Expedito do Sul RS","Tamboara PR","Piranguinho MG","Motuca SP"
4317400,4207007,3203908,3556453,3118007,3556404,4318002,"São Borja RS","Santiago RS","Içara SC","Nova Venécia ES"
5213756,4107405,4306452,4305603,4305587,3537008,4318051,"São Domingos do Sul RS","Montividiu GO","Enéas Marques PR","Dois Lajeados RS"
5107743,4124608,4300877,4211256,4219101,4315503,4318101,"São Francisco de Assis RS","Santa Cruz do Xingu MT","São Carlos do Ivaí PR","Araricá RS"
3161304,3151701,4315156,5001508,3110301,3128402,4318200,"São Francisco de Paula RS","São Francisco de Sales MG","Poço Fundo MG","Progresso RS"
4322509,4303509,4319901,2919553,5107925,3164704,4318309,"São Gabriel RS","Vacaria RS","Camaquã RS","Sapiranga RS"
4216503,4218905,5002001,5102702,4321857,4210209,4318408,"São Jerônimo RS","São Joaquim SC","Urubici SC","Batayporã MS"
4315008,3169802,3159209,4108908,3154200,3547007,4318424,"São João da Urtiga RS","Porto Lucena RS","Turvolândia MG","Santa Rita de Caldas MG"
4311643,4313086,4301057,5215900,3519402,5103502,4318432,"São João do Polêsine RS","Linha Nova RS","Nova Pádua RS","Arroio do Sal RS"
4302584,4217253,3204609,4219606,4217758,4317251,4318440,"São Jorge RS","Bozano RS","São Pedro de Alcântara SC","Santa Teresa ES"
3166709,3301157,4107157,5007976,4203402,1100148,4318457,"São José das Missões RS","Serra dos Aimorés MG","Cardoso Moreira RJ","Diamante D'Oeste PR"
5221007,4118600,3533809,4211876,4323309,3512902,4318465,"São José do Herval RS","Taquaral de Goiás GO","Paula Freitas PR","Óleo SP"
4202578,4202537,4310439,4306205,5212105,4312302,4318481,"São José do Hortêncio RS","Bom Jesus do Oeste SC","Bom Jesus SC","Ipê RS"
3542107,4123709,3517000,3528304,3524501,4108106,4318499,"São José do Inhacorá RS","Rafard SP","Santa Isabel do Ivaí PR","Getulina SP"
1100940,4309571,1505437,3305703,3202652,2615409,4318507,"São José do Norte RS","Cujubim RO","Herveiras RS","Ourilândia do Norte PA"
4121406,3506805,4208807,4304697,4308904,4104600,4318606,"São José do Ouro RS","Realeza PR","Bocaina SP","Jaguaruna SC"
4201257,3203056,5205059,4206801,4321709,4309258,4318614,"São José do Sul RS","Apiúna SC","Jaguaré ES","Castelândia GO"
3160900,5102850,4311239,4305900,3169109,3156304,4318622,"São José dos Ausentes RS","São Brás do Suaçuí MG","Castanheira MT","Lagoa Bonita do Sul RS"
3300100,3305802,5003207,4313409,4315602,2503704,4318705,"São Leopoldo RS","Angra dos Reis RJ","Teresópolis RJ","Corumbá MS"
5105101,3120201,3152808,3134608,3303807,4116208,4318804,"São Lourenço do Sul RS","Juara MT","Cristais MG","Prata MG"
3513702,4202800,4212908,3121605,3546405,5218003,4318903,"São Luiz Gonzaga RS","Descalvado SP","Braço do Norte SC","Pinhalzinho SC"
3510807,4308904,5002951,5103502,5101704,3519402,4319000,"São Marcos RS","Casa Branca SP","Getúlio Vargas RS","Chapadão do Sul MS"
4203105,4322301,4312674,4215505,4312609,4313102,4319109,"São Martinho RS","Caibi SC","Tuparendi RS","Nicolau Vergueiro RS"
3158607,5107792,3167103,5205513,3109105,4306379,4319125,"São Martinho da Serra RS","Santana do Deserto MG","Santo Antônio do Leste MT","Serro MG"
1400308,5003108,3170438,4201109,4126306,3164308,4319158,"São Miguel das Missões RS","Mucajaí RR","Corguinho MS","União de Minas MG"
3301157,3166709,1101203,4304622,4111407,1101492,4319208,"São Nicolau RS","Cardoso Moreira RJ","Serra dos Aimorés MG","Ministro Andreazza RO"
4207403,5108956,4312708,1713205,5201504,4311627,4319307,"São Paulo das Missões RS","Imbuia SC","Nova Monte Verde MT","Nonoai RS"
4202073,4207700,4300554,4321402,3205069,4201950,4319356,"São Pedro da Serra RS","Balneário Gaivota SC","Ipumirim SC","Alto Alegre RS"
3155009,4308052,3145802,4310413,3145505,5220157,4319364,"São Pedro das Missões RS","Rio Doce MG","Faxinalzinho RS","Onça de Pitangui MG"
4320503,5105606,4303806,4127957,4321006,4320404,4319372,"São Pedro do Butiá RS","Sertão RS","Matupá MT","Campinas do Sul RS"
4101002,4309704,4205803,4307559,4309555,4211405,4319406,"São Pedro do Sul RS","Ampére PR","Humaitá RS","Garuva SC"
4311007,4205456,3551603,3202207,3534906,3203130,4319505,"São Sebastião do Caí RS","Jaguarão RS","Forquilhinha SC","Serra Negra SP"
5203500,3108404,3138302,3110707,3103900,3540507,4319604,"São Sepé RS","Bom Jesus de Goiás GO","Botelhos MG","Leandro Ferreira MG"
3502754,3530904,5002605,4306924,4120655,4120101,4319703,"São Valentim RS","Araçariguama SP","Mombuca SP","Camapuã MS"
5205471,3304151,3301108,4121406,4206603,4208807,4319711,"São Valentim do Sul RS","Chapadão do Céu GO","Quissamã RJ","Cantagalo RJ"
4103107,5214838,5004502,4322525,3147808,4322327,4319737,"São Valério do Sul RS","Bocaiúva do Sul PR","Nova Crixás GO","Itaporã MS"
3538105,4121802,4314035,4112405,3528858,3553955,4319752,"São Vendelino RS","Pindorama SP","Ribeirão Claro PR","Pareci Novo RS"
5213004,4308805,3150505,3109303,3204104,3141207,4319802,"São Vicente do Sul RS","Maurilândia GO","General Câmara RS","Pimenta MG"
4322509,3164704,4318309,4104907,3202405,3144805,4319901,"Sapiranga RS","Vacaria RS","São Sebastião do Paraíso MG","São Gabriel RS"
3300209,4101804,3169901,5218805,4315602,4109401,4320008,"Sapucaia do Sul RS","Araruama RJ","Araucária PR","Ubá MG"
3531407,4309605,4311809,4305306,3302601,3524709,4320107,"Sarandi RS","Monte Aprazível SP","Horizontina RS","Marau RS"
3140803,3114204,4314779,4212403,3162948,3138005,4320206,"Seberi RS","Matias Barbosa MG","Carmo do Cajuru MG","Pontão RS"
4203709,5107305,4312450,3123601,3157708,4311791,4320230,"Sede Nova RS","Canelinha SC","São José do Rio Claro MT","Morro Redondo RS"
4303202,4308300,5212303,4313953,3106408,5103106,4320263,"Segredo RS","Cacique Doble RS","Fontoura Xavier RS","Leopoldo de Bulhões GO"
4312807,4217006,4320909,3301504,4120804,3556305,4320305,"Selbach RS","Nova Araçá RS","São Ludgero SC","Tapejara RS"
3204658,5201454,5106216,4206801,4305934,4202537,4320321,"Senador Salgado Filho RS","São Domingos do Norte ES","Aparecida do Rio Doce GO","Nova Canaã do Norte MT"
3163904,3138500,5001508,3168903,3165602,5000807,4320354,"Sentinela do Sul RS","São Pedro da União MG","Liberdade MG","Bandeirantes MS"
4120002,4303806,5104807,4319372,4320503,5100201,4320404,"Serafina Corrêa RS","Porecatu PR","Campinas do Sul RS","Jaciara MT"
3130200,3135902,5106158,5003900,4314605,5007505,4320453,"Sério RS","Igaratinga MG","Jesuânia MG","Nova Bandeirantes MT"
4319372,4321006,5105606,4303806,4127957,4310538,4320503,"Sertão RS","São Pedro do Butiá RS","Tapera RS","Matupá MT"
5218052,3205176,3541653,4315503,5101407,4124608,4320552,"Sertão Santana RS","Porteirão GO","Vila Valério ES","Quadra SP"
3204658,5201454,4311601,3104106,4320321,5204805,4320578,"Sete de Setembro RS","São Domingos do Norte ES","Aparecida do Rio Doce GO","Liberato Salzano RS"
3535002,3513900,4104253,3537909,4205308,3511300,4320602,"Severiano de Almeida RS","Palestina SP","Divinolândia SP","Campo Magro PR"
5212600,3200300,4322541,4204905,4111902,4113007,4320651,"Silveira Martins RS","Mairipotaba GO","Alfredo Chaves ES","Vale Real RS"
4127601,4309159,2414209,1101302,5215603,1508407,4320677,"Sinimbu RS","Tijucas do Sul PR","Gramado Xavier RS","Tibau do Sul RN"
4216255,4211801,4313201,4127304,4203907,4212601,4320701,"Sobradinho RS","São João do Oeste SC","Ouro SC","Nova Petrópolis RS"
4208500,3105103,4216305,5004700,4212502,3553302,4320800,"Soledade RS","Ituporanga SC","Bambuí MG","São João Batista SC"
3143500,4205159,4304952,4201653,4311627,1713205,4320859,"Tabaí RS","Morada Nova de Minas MG","Doutor Pedrinho SC","Caseiros RS"
4120804,3556305,3301504,4217006,4320305,4312807,4320909,"Tapejara RS","Quatro Barras PR","Valparaíso SP","Cordeiro RJ"
4320503,4310538,4319372,5105606,5100201,3556305,4321006,"Tapera RS","Sertão RS","Itaara RS","São Pedro do Butiá RS"
4202602,4312617,3167400,4302709,4303673,4304358,4321105,"Tapes RS","Bom Retiro SC","Muitos Capões RS","Silvianópolis MG"
4310108,4316402,3117306,3113305,3119302,4314803,4321204,"Taquara RS","Igrejinha RS","Rosário do Sul RS","Conceição das Alagoas MG"
3205069,4201950,4323804,4201307,3109006,4305454,4321303,"Taquari RS","Venda Nova do Imigrante ES","Balneário Arroio do Silva SC","Xangri-Lá RS"
4122602,4313003,4306924,4216701,5200605,4120655,4321329,"Taquaruçu do Sul RS","Rondon PR","Nova Bréscia RS","Engenho Velho RS"
5208152,5107354,4314605,4110508,3162302,4304689,4321352,"Tavares RS","Gameleira de Goiás GO","São José do Xingu MT","Piratini RS"
4206108,4317251,4202073,4319356,5209705,4206900,4321402,"Tenente Portela RS","Grão Pará SC","Santa Tereza RS","Balneário Gaivota SC"
4202503,4301636,3300225,3152600,4112504,4207908,4321436,"Terra de Areia RS","Bom Jardim da Serra SC","Balneário Pinhal RS","Areal RJ"
4205456,3125101,4311007,3519055,3501004,4321303,4321451,"Teutônia RS","Forquilhinha SC","Extrema MG","Jaguarão RS"
4115853,4124806,5221809,3524600,4108205,4122701,4321469,"Tio Hugo RS","Mercedes PR","São João PR","Urutaí GO"
4300455,4200408,4214409,4301404,5221908,4209904,4321477,"Tiradentes do Sul RS","Alegria RS","Água Doce SC","Rio das Antas SC"
5211008,4108908,4300851,3300225,4303608,3154200,4321493,"Toropi RS","Itapirapuã GO","Guairaçá PR","Arambaré RS"
4208302,4217204,4117909,3546702,4204509,3538907,4321501,"Torres RS","Itapema SC","São Miguel do Oeste SC","Palotina PR"
4113304,3531902,3538600,3109006,5203302,5007695,4321600,"Tramandaí RS","Laranjeiras do Sul PR","Morro Agudo SP","Piracaia SP"
3128600,3120706,3168101,3532405,3145000,3139805,4321626,"Travesseiro RS","Guarda-Mor MG","Cruzeiro da Fortaleza MG","Tapira MG"
4323408,5215702,4216701,4305959,4315354,4321329,4321634,"Três Arroios RS","Vila Maria RS","Palmeiras de Goiás GO","São José do Cedro SC"
4102802,4306130,4311627,1713205,4200606,4201273,4321667,"Três Cachoeiras RS","Bela Vista do Paraíso PR","Cruzaltense RS","Lindolfo Collor RS"
4309258,5204300,4201257,4318614,4313359,4305934,4321709,"Três Coroas RS","Guabiju RS","Caçu GO","Apiúna SC"
3302908,4101606,1705508,3525201,4211207,4302204,4321808,"Três de Maio RS","Miguel Pereira RJ","Arapoti PR","Colinas do Tocantins TO"
3161205,5205208,4305132,4126306,1711506,3137700,4321832,"Três Forquilhas RS","São Francisco de Paula MG","Caturaí GO","Cerro Branco RS"
4218905,4323358,4106209,5200134,4216503,4315131,4321857,"Três Palmeiras RS","Urubici SC","Vila Lângaro RS","Contenda PR"
3502903,3505302,4202453,3500501,4301008,3521804,4321907,"Três Passos RS","Araçoiaba da Serra SP","Barra Bonita SP","Bombinhas SC"
4112603,3300951,3200136,5103809,3155702,4101705,4321956,"Trindade do Sul RS","Jardim Olinda PR","Comendador Levy Gasparian RJ","Águia Branca ES"
3146008,3114204,3140803,3508702,4320206,3151404,4322004,"Triunfo RS","Ouro Fino MG","Carmo do Cajuru MG","Matias Barbosa MG"
3503703,4105300,4105409,3556008,3543204,4126405,4322103,"Tucunduva RS","Ariranha SP","Céu Azul PR","Chopinzinho PR"
4115754,4207684,4107009,3301603,3305604,4100301,4322152,"Tunas RS","Mauá da Serra PR","Ipuaçu SC","Curiúva PR"
4109203,4218855,5206800,5210562,5212907,4208955,4322186,"Tupanci do Sul RS","Guaraci PR","União do Oeste SC","Damolândia GO"
4311205,4301503,5210109,4323770,4312906,4306205,4322202,"Tupanciretã RS","Júlio de Castilhos RS","Augusto Pestana RS","Ipameri GO"
4312005,3514908,3525508,4110953,4305871,4312138,4322251,"Tupandi RS","Mariano Moro RS","Elias Fausto SP","Joanópolis SP"
4312609,4319109,4203105,3112802,5205471,4319711,4322301,"Tuparendi RS","Muçum RS","São Martinho RS","Caibi SC"
3121258,4322533,5214838,4103107,4319737,5107701,4322327,"Turuçu RS","Delta MG","Vale do Sol RS","Nova Crixás GO"
4314704,5213905,3108008,3147709,3503109,4200507,4322343,"Ubiretama RS","Planalto RS","Mossâmedes GO","Bom Sucesso MG"
4304614,5100607,4302253,3204708,5204102,4313359,4322350,"União da Serra RS","Canudos do Vale RS","Alto Taquari MT","Boa Vista do Sul RS"
3113800,3150208,3162609,3153103,2508802,5107578,4322376,"Unistalda RS","Carmésia MG","Piedade de Ponte Nova MG","São João do Oriente MG"
3105608,2907509,3131703,3525300,3516408,3152501,4322400,"Uruguaiana RS","Barbacena MG","Catu BA","Itabira MG"
3164704,4319901,4318309,3144805,4108809,3115508,4322509,"Vacaria RS","São Sebastião do Paraíso MG","Sapiranga RS","São Gabriel RS"
3114808,4319737,4309951,5107800,5004502,3164605,4322525,"Vale Verde RS","Carvalhos MG","São Valério do Sul RS","Ibirapuitã RS"
4322327,3121258,1500503,3164803,5107701,5214838,4322533,"Vale do Sol RS","Turuçu RS","Delta MG","Almeirim PA"
4320651,5212600,3200300,4201950,5107768,4300554,4322541,"Vale Real RS","Silveira Martins RS","Mairipotaba GO","Alfredo Chaves ES"
3539004,3547205,5101258,4114005,3546256,4111209,4322558,"Vanini RS","Pirangi SP","Santana da Ponte Pensa SP","Araputanga MT"
5206206,5107958,5103205,2919553,5006606,5105622,4322608,"Venâncio Aires RS","Cristalina GO","Tangará da Serra MT","Colíder MT"
5002951,5101704,5103502,4308102,3521309,4319000,4322707,"Vera Cruz RS","Chapadão do Sul MS","Barra do Bugres MT","Diamantino MT"
4309407,4214904,4300802,4313300,5106224,4305603,4322806,"Veranópolis RS","Guaporé RS","Rio Fortuna SC","Antônio Prado RS"
3115102,3548005,4112504,5002308,3152600,3154200,4322855,"Vespasiano Correa RS","Cássia MG","Santo Antônio de Posse SP","Jardim Alegre PR"
4313607,4312450,4101200,4304358,3157708,5201801,4322905,"Viadutos RS","Paim Filho RS","Morro Redondo RS","Antonina PR"
4105805,4309209,4300604,4304606,5217609,4318705,4323002,"Viamão RS","Colombo PR","Gravataí RS","Alvorada RS"
3164803,5107701,4305447,4211058,1506161,4304663,4323101,"Vicente Dutra RS","São Sebastião do Rio Preto MG","Rosário Oeste MT","Chuvisca RS"
4312955,3525201,4302204,3529807,4300471,4211207,4323200,"Victor Graeff RS","Nova Boa Vista RS","Jarinu SP","Boa Vista do Buricá RS"
4314308,3533809,4118600,3512902,4202206,3142403,4323309,"Vila Flores RS","Pejuçara RS","Óleo SP","Paula Freitas PR"
5200134,4321857,4106209,5101407,3136900,3145000,4323358,"Vila Lângaro RS","Acreúna GO","Três Palmeiras RS","Contenda PR"
5215702,4308458,4301651,4321634,4214706,4315354,4323408,"Vila Maria RS","Palmeiras de Goiás GO","Fortaleza dos Valos RS","Barão RS"
3142106,3161403,5104500,4306072,5200803,4202875,4323457,"Vila Nova do Sul RS","Miradouro MG","São Francisco do Glória MG","Indiavaí MT"
4310363,4311908,4309902,4305009,4121604,4313011,4323507,"Vista Alegre RS","Imigrante RS","Marcelino Ramos RS","Ibiraiaras RS"
4305587,4214706,4308458,4323705,4306452,4118808,4323606,"Vista Alegre do Prata RS","Colinas RS","Rio dos Cedros SC","Fortaleza dos Valos RS"
4118808,3508207,4316204,4305587,4107405,4306452,4323705,"Vista Gaúcha RS","Peabiru PR","Buritizal SP","Rondinha RS"
5107800,4312104,4123105,3532306,4322525,3147808,4323754,"Vitória das Missões RS","Santo Antônio do Leverger MT","Mata RS","Santa Amélia PR"
4306205,4301503,5210109,4322202,4311205,4312138,4323770,"Westfalia RS","Cruzeiro do Sul RS","Augusto Pestana RS","Ipameri GO"
4201950,4305454,4300554,4201604,4207700,3205069,4323804,"Xangri-Lá RS","Balneário Arroio do Silva SC","Cidreira RS","Alto Alegre RS"
3203502,5002209,1505031,5106240,4301909,5202502,5000203,"Água Clara MS","Montanha ES","Bonito MS","Novo Progresso PA"
4314134,3132206,4312427,5107065,3155504,3111002,5000252,"Alcinópolis MS","Paulo Bento RS","Itaguara MG","Mormaço RS"
4300109,4315503,5211305,4307104,4312054,1100098,5000609,"Amambai MS","Agudo RS","Restinga Seca RS","Itarumã GO"
4124905,5101852,3153509,4311759,4307450,3119609,5000708,"Anastácio MS","São João do Caiuá PR","Bom Jesus do Araguaia MT","Alto Jequitibá MG"
3165602,5003108,3170438,4219358,4201109,4109302,5000807,"Anaurilândia MS","Senador Cortes MG","Corguinho MS","União de Minas MG"
4120333,3123502,4309050,3124807,5207501,4301206,5000856,"Angélica MS","Prado Ferreira PR","Douradoquara MG","Glorinha RS"
5001243,3120839,2514008,3159407,5222302,3128204,5000906,"Antônio João MS","Aral Moreira MS","Cuparaque MG","São João do Cariri PB"
4115309,5106190,4219200,4313490,1502152,5207352,5001003,"Aparecida do Taboado MS","Mariópolis PR","Nova Santa Helena MT","Vidal Ramos SC"
4315701,3114303,3129509,4321204,4310108,3123601,5001102,"Aquidauana MS","Rio Pardo RS","Carmo do Paranaíba MG","Ibiá MG"
2514008,3120839,1710904,1721307,4106456,1500131,5001243,"Aral Moreira MS","São João do Cariri PB","Cuparaque MG","Itapiratins TO"
3161304,3168903,4204103,4315156,4300034,3163904,5001508,"Bandeirantes MS","São Francisco de Sales MG","Tiros MG","Caxambu do Sul SC"
3111606,3162005,4314753,4303301,4210902,3116605,5001904,"Bataguassu MS","Campos Gerais MG","São Gonçalo do Sapucaí MG","Poço das Antas RS"
5106802,3506706,4210209,4214409,4318408,4218905,5002001,"Batayporã MS","Porto dos Gaúchos MT","Boa Esperança do Sul SP","Major Gercino SC"
4213906,4214102,4205100,4202701,4315800,4113304,5002100,"Bela Vista MS","Presidente Castello Branco SC","Presidente Nereu SC","Dona Emma SC"
4100459,4113734,4108320,5108352,4113452,2407203,5002159,"Bodoquena MS","Altamira do Paraná PR","Luiziana PR","Francisco Alves PR"
1505031,3203502,5000203,4301909,4301073,5106307,5002209,"Bonito MS","Novo Progresso PA","Montanha ES","Água Clara MS"
4207908,3152600,4322855,4112504,3115102,4321436,5002308,"Brasilândia MS","Irineópolis SC","Pouso Alto MG","Vespasiano Correa RS"
4219853,4210902,4213500,4202206,3140704,4314308,5002407,"Caarapó MS","Zortéa SC","Modelo SC","Porto Belo SC"
4120655,4306924,4319703,4321329,4313003,3530904,5002605,"Camapuã MS","Quarto Centenário PR","Engenho Velho RS","São Valentim RS"
3534401,3118601,2507507,3509502,2408102,3548708,5002704,"Campo Grande MS","Osasco SP","Contagem MG","João Pessoa PB"
3101805,1717503,3126208,3123528,1718899,3101300,5002803,"Caracol MS","Alpercata MG","Pium TO","Formoso MG"
5003256,4123402,5106752,3139607,5204409,3546306,5002902,"Cassilândia MS","Costa Rica MS","Santa Fé PR","Pontes E Lacerda MT"
5103502,4322707,4319000,5101704,3512209,4308904,5002951,"Chapadão do Sul MS","Diamantino MT","Vera Cruz RS","São Marcos RS"
3170438,5000807,4201109,4219358,3165602,4319158,5003108,"Corguinho MS","União de Minas MG","Anaurilândia MS","Anitápolis SC"
